Time (ms),Date&Time,Poloniex,Binance,Huobi,KuCoin,Bitforex,Bittrex,OKEx,Bitfinex,TradeIO,Min Price,Min Exchange,Max Price,Max Exchange,Average
1563775208000,2019-07-22 00:00:08.000181,225.46495911,225.06,225.02,225.5,225.1,225.05,225.07,225.11,225.06,225.02,Huobi,225.5,Bittrex,225.159439901
1563775242763,2019-07-22 00:00:42.762564,225.409525,225.78,225.69,225.5,225.69,225.3491,225.76,225.81,225.96,225.3491,TradeIO,225.96,OKEx,225.660958333
1563775277989,2019-07-22 00:01:17.988874,225.409525,225.77,225.65,225.5,225.76,225.3491,225.95,225.74,225.59,225.3491,TradeIO,225.95,Bitforex,225.635402778
1563775313600,2019-07-22 00:01:53.600469,225.409525,225.65,225.65,225.79252989,225.51,225.3491,225.86,225.65,225.65,225.3491,TradeIO,225.86,Bitforex,225.613461654
1563775348970,2019-07-22 00:02:28.970456,225.409525,225.64,225.59,225.79252989,225.65,225.3491,225.7,225.65,225.8,225.3491,TradeIO,225.8,OKEx,225.620128321
1563775383689,2019-07-22 00:03:03.689299,225.409525,225.61,225.58,225.79252989,225.68,225.3491,225.75,225.75,225.71,225.3491,TradeIO,225.79252989,Bittrex,225.625683877
1563775418505,2019-07-22 00:03:38.505042,225.409525,225.57,225.54,225.79252989,225.24250935,225.3491,225.53,225.6,225.44,225.24250935,Bitfinex,225.79252989,Bittrex,225.497073804
1563775454176,2019-07-22 00:04:14.175573,225.409525,225.58,225.45,225.79252989,225.22007036,225.3491,225.47,225.53,225.47,225.22007036,Bitfinex,225.79252989,Bittrex,225.474580583
1563775489265,2019-07-22 00:04:49.264824,225.409525,225.64,225.48,225.79252989,225.35,225.3491,225.57,225.55,225.59,225.3491,TradeIO,225.79252989,Bittrex,225.525683877
1563775523972,2019-07-22 00:05:23.971886,225.409525,225.73,225.56,225.79252989,225.26,225.3491,225.69,225.75,225.67,225.26,Bitfinex,225.79252989,Bittrex,225.57901721
1563775558800,2019-07-22 00:05:58.800114,225.409525,225.66,225.52,225.79252989,225.4,225.3491,225.64,225.59,225.53,225.3491,TradeIO,225.79252989,Bittrex,225.543461654
1563775593727,2019-07-22 00:06:33.727437,225.409525,225.5,225.4,225.79252989,225.37,225.3491,225.62,225.4,225.49,225.3491,TradeIO,225.79252989,Bittrex,225.481239432
1563775628416,2019-07-22 00:07:08.415806,225.409525,225.41,225.35,225.79252989,225.26,225.3491,225.59,225.52,225.48,225.26,Bitfinex,225.79252989,Bittrex,225.462350543
1563775663058,2019-07-22 00:07:43.058033,225.409525,225.47,225.41,225.79252989,225.18,225.3491,225.59,225.45,225.5,225.18,Bitfinex,225.79252989,Bittrex,225.461239432
1563775697761,2019-07-22 00:08:17.761491,225.409525,225.71,225.64,225.455,225.54,225.3491,225.68,225.68,225.62,225.3491,TradeIO,225.71,Binance,225.564847222
1563775732444,2019-07-22 00:08:52.443787,225.409525,225.75,225.62,225.53300002,225.45,225.3491,225.66,225.61,225.62,225.3491,TradeIO,225.75,Binance,225.555736113
1563775767452,2019-07-22 00:09:27.452502,225.409525,225.73,225.55,225.79249705,225.44,225.55,225.73,225.74,225.64,225.409525,Poloniex,225.79249705,Bittrex,225.620224672
1563775802339,2019-07-22 00:10:02.339200,225.54345919,225.73,225.7,225.79249705,225.51,225.55,225.7,225.72,225.63,225.51,Bitfinex,225.79249705,Bittrex,225.652884027
1563775837092,2019-07-22 00:10:37.091660,225.54345919,225.47,225.4,225.79249705,225.43,225.55,225.62,225.44,225.5,225.4,Huobi,225.79249705,Bittrex,225.527328471
1563775871977,2019-07-22 00:11:11.976962,225.54345919,225.4,225.41,225.78452999,225.29,225.55,225.61,225.44,225.42,225.29,Bitfinex,225.78452999,Bittrex,225.49422102
1563775906643,2019-07-22 00:11:46.642597,225.47936224,225.59,225.51,225.39252993,225.26,225.55,225.63,225.61,225.54,225.26,Bitfinex,225.63,Bitforex,225.506876908
1563775941546,2019-07-22 00:12:21.546370,225.9954,225.94,225.81,225.79252995,225.72,225.55,225.87,225.92,225.72,225.55,TradeIO,225.9954,Poloniex,225.813103328
1563775976146,2019-07-22 00:12:56.146133,225.9954,225.91,225.79,225.79252995,225.27,225.55,225.81,225.83,225.77,225.27,Bitfinex,225.9954,Poloniex,225.746436661
1563776010910,2019-07-22 00:13:30.909684,225.9954,225.88,225.87,225.79252995,225.27,225.55,225.87,225.99,225.83,225.27,Bitfinex,225.9954,Poloniex,225.783103328
1563776045719,2019-07-22 00:14:05.718723,225.8998397,225.98,225.94,225.79252995,225.55,225.55,225.97,226.0,225.94,225.55,Bitfinex,226.0,KuCoin,225.846929961
1563776085844,2019-07-22 00:14:45.843737,225.8998397,225.76,225.72,225.79252995,225.56,226.0169,225.82,225.93,225.84,225.56,Bitfinex,226.0169,TradeIO,225.815474406
1563776120977,2019-07-22 00:15:20.977493,225.8998397,226.07,225.95,225.79252995,225.62,226.0169,226.06,226.15,226.02,225.62,Bitfinex,226.15,KuCoin,225.953252183
1563776155624,2019-07-22 00:15:55.623604,225.8998397,226.06,225.98,226.23205446,225.75,226.0169,226.01,226.04,226.01,225.75,Bitfinex,226.23205446,Bittrex,225.999866018
1563776190733,2019-07-22 00:16:30.732737,225.8998397,226.1,226.0,226.23205446,225.83,226.0169,226.03,226.06,226.01,225.83,Bitfinex,226.23205446,Bittrex,226.019866018
1563776225877,2019-07-22 00:17:05.877382,225.8998397,226.02,226.02,226.39431559,225.83,226.0169,226.02,226.05,225.93,225.83,Bitfinex,226.39431559,Bittrex,226.020117254
1563776261655,2019-07-22 00:17:41.654812,225.8998397,225.95,225.92,226.39431559,225.7,226.0169,226.07,226.02,226.06,225.7,Bitfinex,226.39431559,Bittrex,226.003450588
1563776296579,2019-07-22 00:18:16.579233,225.8998397,226.08,225.97,226.39431559,225.73,226.0169,226.08,225.93,226.08,225.73,Bitfinex,226.39431559,Bittrex,226.020117254
1563776331373,2019-07-22 00:18:51.373196,225.8998397,225.72,225.55,226.0,225.35,225.9867,225.66,225.48,225.61,225.35,Bitfinex,226.0,Bittrex,225.695171078
1563776366206,2019-07-22 00:19:26.206054,225.8998397,225.47,225.46,226.0,225.35,225.9867,225.58,225.45,225.47,225.35,Bitfinex,226.0,Bittrex,225.629615522
1563776401094,2019-07-22 00:20:01.094350,225.8998397,225.72,225.64,226.0,225.29,225.9867,225.73,225.55,225.78,225.29,Bitfinex,226.0,Bittrex,225.732948856
1563776435654,2019-07-22 00:20:35.653965,225.57925283,225.64,225.63,225.413,225.53,225.9867,225.75,225.68,225.61,225.413,Bittrex,225.9867,TradeIO,225.646550314
1563776470405,2019-07-22 00:21:10.404850,225.57925283,225.6,225.57,225.413,225.31,225.9867,225.67,225.56,225.66,225.31,Bitfinex,225.9867,TradeIO,225.594328092
1563776505931,2019-07-22 00:21:45.931488,225.57925283,225.51,225.46,225.413,225.36,225.9867,225.64,225.48,225.6,225.36,Bitfinex,225.9867,TradeIO,225.558772537
1563776540634,2019-07-22 00:22:20.634084,225.57925283,225.5,225.43,225.413,225.36,225.47,225.6,225.36,225.51,225.36,Bitfinex,225.6,Bitforex,225.469139203
1563776575409,2019-07-22 00:22:55.408991,225.57925283,225.52,225.45,225.413,225.36,225.47,225.63,225.38,225.56,225.36,Bitfinex,225.63,Bitforex,225.484694759
1563776610223,2019-07-22 00:23:30.222857,225.57925283,225.77,225.64,225.413,225.36,225.47,225.72,225.61,225.74,225.36,Bitfinex,225.77,Binance,225.589139203
1563776645340,2019-07-22 00:24:05.339931,225.57925283,225.66,225.59,225.877,225.36,225.47,225.69,225.59,225.68,225.36,Bitfinex,225.877,Bittrex,225.610694759
1563776680141,2019-07-22 00:24:40.140747,225.57925283,225.53,225.45,225.877,225.29,225.47,225.62,225.34,225.57,225.29,Bitfinex,225.877,Bittrex,225.525139203
1563776715099,2019-07-22 00:25:15.098970,225.57925283,225.47,225.33,225.877,225.19,225.47,225.47,225.36,225.47,225.19,Bitfinex,225.877,Bittrex,225.468472537
1563776750220,2019-07-22 00:25:50.220477,225.57925283,225.37,225.24,225.877,225.19,225.47,225.36,225.32,225.38,225.19,Bitfinex,225.877,Bittrex,225.420694759
1563776785803,2019-07-22 00:26:25.803092,225.57925283,225.36,225.32,225.877,225.03,225.47,225.38,225.27,225.37,225.03,Bitfinex,225.877,Bittrex,225.406250314
1563776820693,2019-07-22 00:27:00.693115,225.57925283,225.57,225.5,225.62851927,225.38,225.47,225.55,225.48,225.58,225.38,Bitfinex,225.62851927,Bittrex,225.526419122
1563776855091,2019-07-22 00:27:35.091102,225.57925283,225.62,225.61,225.62851927,225.08,225.47,225.62,225.62,225.64,225.08,Bitfinex,225.64,OKEx,225.540863567
1563776889656,2019-07-22 00:28:09.655738,225.57925283,225.35,225.4,225.62851927,225.23,225.47,225.49,225.37,225.5,225.23,Bitfinex,225.62851927,Bittrex,225.446419122
1563776925092,2019-07-22 00:28:45.091962,225.57925283,225.49,225.3,225.62851927,225.13,225.47,225.42,225.33,225.46,225.13,Bitfinex,225.62851927,Bittrex,225.423085789
1563776959756,2019-07-22 00:29:19.756227,225.57925283,225.46,225.41,225.62851927,225.13,225.46,225.47,225.37,225.48,225.13,Bitfinex,225.62851927,Bittrex,225.443085789
1563776994527,2019-07-22 00:29:54.526612,225.57925283,225.49,225.49,225.62851923,225.13,225.46,225.62,225.29,225.44,225.13,Bitfinex,225.62851923,Bittrex,225.45864134
1563777029777,2019-07-22 00:30:29.776712,225.57925283,225.69,225.57,225.62851923,225.35,225.46,225.67,225.42,225.6,225.35,Bitfinex,225.69,Binance,225.551974673
1563777066182,2019-07-22 00:31:06.182282,225.57925283,225.69,225.58,225.85,225.35,225.46,225.68,225.47,225.65,225.35,Bitfinex,225.85,Bittrex,225.589916981
1563777100895,2019-07-22 00:31:40.895369,225.57925283,225.62,225.51,225.85,225.37,225.46,225.62,225.47,225.54,225.37,Bitfinex,225.85,Bittrex,225.557694759
1563777135741,2019-07-22 00:32:15.740962,225.57925283,225.59,225.47,225.85,225.37,225.46,225.54,225.45,225.54,225.37,Bitfinex,225.85,Bittrex,225.53880587
1563777170430,2019-07-22 00:32:50.429898,225.57925283,225.47,225.42,225.85,225.2,225.46,225.5,225.45,225.54,225.2,Bitfinex,225.85,Bittrex,225.496583648
1563777205092,2019-07-22 00:33:25.092555,225.57925283,225.47,225.36,225.69629304,225.25,225.48,225.47,225.36,225.46,225.25,Bitfinex,225.69629304,Bittrex,225.458393986
1563777239567,2019-07-22 00:33:59.567546,225.57925283,225.47,225.38,225.69629304,225.25,225.48,225.43,225.49,225.44,225.25,Bitfinex,225.69629304,Bittrex,225.468393986
1563777274890,2019-07-22 00:34:34.890462,225.57925283,225.43,225.25,225.69629304,225.13999719,225.48,225.3,225.49,225.3,225.13999719,Bitfinex,225.69629304,Bittrex,225.407282562
1563777309656,2019-07-22 00:35:09.656320,225.57925283,225.33,225.22,225.69629304,225.13999719,225.48,225.28,225.23,225.29,225.13999719,Bitfinex,225.69629304,Bittrex,225.360615896
1563777344302,2019-07-22 00:35:44.302005,225.57925283,225.28,225.2,225.69629304,225.13999719,225.48,225.26,225.24,225.26,225.13999719,Bitfinex,225.69629304,Bittrex,225.348393673
1563777378869,2019-07-22 00:36:18.869534,225.57925283,225.41,225.29,225.69629304,225.13999719,225.48,225.34,225.32,225.32,225.13999719,Bitfinex,225.69629304,Bittrex,225.397282562
1563777414136,2019-07-22 00:36:54.135586,225.57925283,225.42,225.31,225.69629304,225.01,225.48,225.38,225.3,225.33,225.01,Bitfinex,225.69629304,Bittrex,225.389505097
1563777448800,2019-07-22 00:37:28.800040,225.57925283,225.41,225.28,225.69629304,224.98,225.48,225.38,225.31,225.39,224.98,Bitfinex,225.69629304,Bittrex,225.389505097
1563777483616,2019-07-22 00:38:03.616217,225.57925283,225.44,225.31,225.69629304,225.03,225.48,225.39,225.31,225.4,225.03,Bitfinex,225.69629304,Bittrex,225.403949541
1563777518256,2019-07-22 00:38:38.255634,225.57925283,225.45,225.31,225.69629304,225.03,225.48,225.4,225.31,225.4,225.03,Bitfinex,225.69629304,Bittrex,225.406171763
1563777553019,2019-07-22 00:39:13.019070,225.57925283,225.49,225.38,225.686,225.04,225.49,225.39,225.34,225.39,225.04,Bitfinex,225.686,Bittrex,225.420583648
1563777587951,2019-07-22 00:39:47.950825,225.57925283,225.51,225.4,225.686,225.03953136,225.49,225.5,225.38,225.5,225.03953136,Bitfinex,225.686,Bittrex,225.45386491
1563777623298,2019-07-22 00:40:23.298501,225.57925283,225.51,225.44,225.686,225.05074576,225.49,225.51,225.32,225.5,225.05074576,Bitfinex,225.686,Bittrex,225.453999843
1563777659121,2019-07-22 00:40:59.121264,225.57925283,225.51,225.47,225.686,225.11,225.49,225.53,225.39,225.53,225.11,Bitfinex,225.686,Bittrex,225.477250314
1563777694014,2019-07-22 00:41:34.014054,225.57925283,225.55,225.5,225.686,225.12,225.49,225.53,225.4,225.53,225.12,Bitfinex,225.686,Bittrex,225.487250314
1563777728618,2019-07-22 00:42:08.618380,225.57925283,225.21,225.09,225.46244748,224.86,225.49,225.07,225.0,225.15,224.86,Bitfinex,225.57925283,Poloniex,225.212411146
1563777763453,2019-07-22 00:42:43.452636,225.00026428,224.9,224.89,225.39252989,224.57,225.49,224.86,224.86,224.85,224.57,Bitfinex,225.49,TradeIO,224.979199352
1563777798484,2019-07-22 00:43:18.483589,225.00026428,224.79,224.77,225.39252989,224.48,224.7976,224.82,224.71,224.8,224.48,Bitfinex,225.39252989,Bittrex,224.840043797
1563777835950,2019-07-22 00:43:55.950211,225.00026428,224.74,224.73,225.39252989,224.5,224.7976,224.78,224.77,224.79,224.5,Bitfinex,225.39252989,Bittrex,224.83337713
1563777871486,2019-07-22 00:44:31.485730,225.00026428,224.82,224.77,225.39252989,224.5,224.8313,224.77,224.76,224.73,224.5,Bitfinex,225.39252989,Bittrex,224.841566019
1563777906125,2019-07-22 00:45:06.125407,225.00026428,224.85,224.73,224.8,224.5,224.8313,224.75,224.76,224.76,224.5,Bitfinex,225.00026428,Poloniex,224.775729364
1563777942270,2019-07-22 00:45:42.269984,225.00026428,224.94,224.85,224.8,224.48,224.73,224.89,224.78,224.85,224.48,Bitfinex,225.00026428,Poloniex,224.813362698
1563777978330,2019-07-22 00:46:18.330455,224.9389,224.93,224.93,224.8,224.48,224.73,225.1,224.84,224.97,224.48,Bitfinex,225.1,Bitforex,224.857655556
1563778013334,2019-07-22 00:46:53.333901,224.9389,224.93,224.88,224.8,224.5,224.73,224.9,224.88,224.96,224.5,Bitfinex,224.96,OKEx,224.835433333
1563778048807,2019-07-22 00:47:28.807471,224.9389,225.1,225.16,224.8,225.12,224.73,225.17,225.17,225.29,224.73,TradeIO,225.29,OKEx,225.053211111
1563778086064,2019-07-22 00:48:06.064455,224.9389,225.01,224.96,224.8,224.69,224.73,224.94,224.9,224.94,224.69,Bitfinex,225.01,Binance,224.878766667
1563778120857,2019-07-22 00:48:40.857161,224.9389,225.01,224.91,224.92000659,224.66,224.73,225.0,224.94,225.04,224.66,Bitfinex,225.04,OKEx,224.905434066
1563778156032,2019-07-22 00:49:16.032105,224.9389,224.73,224.7,224.92000659,224.66,224.73,224.74,224.81,224.77,224.66,Bitfinex,224.9389,Poloniex,224.777656288
1563778190728,2019-07-22 00:49:50.727705,224.9389,224.87,224.79,224.8,224.52,224.73,224.83,224.81,224.75,224.52,Bitfinex,224.9389,Poloniex,224.7821
1563778225327,2019-07-22 00:50:25.327102,224.9389,224.65,224.61,224.8,224.66,224.73,224.62,224.67,224.66,224.61,Huobi,224.9389,Poloniex,224.704322222
1563778260349,2019-07-22 00:51:00.349318,224.9389,224.68,224.53,224.8,224.66,224.68,224.63,224.61,224.71,224.53,Huobi,224.9389,Poloniex,224.693211111
1563778295335,2019-07-22 00:51:35.335095,224.74879881,224.49,224.32,224.8,224.32,224.7814,224.46,224.56,224.46,224.32,Huobi,224.8,Bittrex,224.548910979
1563778329975,2019-07-22 00:52:09.975434,224.74879881,224.8,224.66,224.8,224.32,224.6063,224.7,224.72,224.75,224.32,Bitfinex,224.8,Binance,224.678344312
1563778365100,2019-07-22 00:52:45.100093,224.74879881,224.8,224.68,224.8,224.4,224.6063,224.76,224.71,224.7,224.4,Bitfinex,224.8,Binance,224.689455423
1563778400045,2019-07-22 00:53:20.045140,224.74879881,224.91,224.78,224.8,224.72,224.6063,224.84,224.79,224.81,224.6063,TradeIO,224.91,Binance,224.778344312
1563778435558,2019-07-22 00:53:55.558085,225.10376598,224.97,224.87,224.8,224.76,224.6063,224.92,224.89,224.92,224.6063,TradeIO,225.10376598,Poloniex,224.871118442
1563778470349,2019-07-22 00:54:30.349380,225.10376598,225.18,224.99,224.8,224.76,224.6063,225.03,224.85,225.01,224.6063,TradeIO,225.18,Binance,224.925562887
1563778505757,2019-07-22 00:55:05.756773,225.10376598,225.08,225.02,224.8,224.76,224.6063,225.08,225.0,225.11,224.6063,TradeIO,225.11,OKEx,224.951118442
1563778540637,2019-07-22 00:55:40.637495,225.10376598,225.2,225.04,225.02136794,224.89,224.6063,225.11,225.05,225.18,224.6063,TradeIO,225.2,Binance,225.022381547
1563778575222,2019-07-22 00:56:15.222101,225.10376598,225.41,225.41,225.27418217,224.89,224.6063,225.42,225.23,225.52,224.6063,TradeIO,225.52,OKEx,225.207138683
1563778610531,2019-07-22 00:56:50.531427,225.55392762,225.38,225.21,225.27418217,225.33,225.24,225.33,225.25,225.23,225.21,Huobi,225.55392762,Poloniex,225.310901088
1563778645667,2019-07-22 00:57:25.666976,225.55392762,225.35,225.37,225.27418217,225.1,225.24,225.38,225.29,225.42,225.1,Bitfinex,225.55392762,Poloniex,225.330901088
1563778680355,2019-07-22 00:58:00.355212,225.55392762,225.27,225.29,225.27418217,225.1,225.24,225.32,225.18,225.26,225.1,Bitfinex,225.55392762,Poloniex,225.276456643
1563778715171,2019-07-22 00:58:35.171359,225.55392762,225.28,225.16,225.27418217,225.1,225.24,225.23,225.18,225.22,225.1,Bitfinex,225.55392762,Poloniex,225.248678866
1563778749954,2019-07-22 00:59:09.953811,225.55392762,225.27,225.21,225.27418217,225.1,225.24,225.2,225.18,225.24,225.1,Bitfinex,225.55392762,Poloniex,225.252012199
1563778784792,2019-07-22 00:59:44.792232,225.55392762,225.28,225.18,225.27418217,225.03,225.24,225.19,225.3,225.22,225.03,Bitfinex,225.55392762,Poloniex,225.252012199
1563778819451,2019-07-22 01:00:19.451211,225.55392762,225.25,225.19,225.27418217,225.03,225.24,225.17,225.18,225.15,225.03,Bitfinex,225.55392762,Poloniex,225.226456643
1563778854158,2019-07-22 01:00:54.158078,225.55392762,225.14,225.1,225.27418217,224.92,225.24,225.14,225.15,225.1,224.92,Bitfinex,225.55392762,Poloniex,225.179789977
1563778890291,2019-07-22 01:01:30.291213,225.55392762,225.02,224.89,225.27418217,224.74,225.24,224.96,224.93,225.0,224.74,Bitfinex,225.55392762,Poloniex,225.067567754
1563778926326,2019-07-22 01:02:06.325934,225.55392762,224.93,224.88,225.27418217,224.84,224.9451,224.92,224.91,224.9,224.84,Bitfinex,225.55392762,Poloniex,225.01702331
1563778961942,2019-07-22 01:02:41.942296,225.55392762,224.91,224.84,225.23896999,224.7,224.9451,224.87,224.86,224.87,224.7,Bitfinex,225.55392762,Poloniex,224.976444179
1563778997113,2019-07-22 01:03:17.112800,225.55392762,224.84,224.88,225.23896999,224.83,224.9451,224.94,224.96,224.98,224.83,Bitfinex,225.55392762,Poloniex,225.018666401
1563779033397,2019-07-22 01:03:53.396779,225.55392762,224.87,224.98,225.23896999,224.92,224.9451,224.94,224.91,224.95,224.87,Binance,225.55392762,Poloniex,225.034221957
1563779068155,2019-07-22 01:04:28.154762,225.55392762,224.97,224.9,225.23896999,224.92,224.9451,224.96,224.91,224.97,224.9,Huobi,225.55392762,Poloniex,225.040888623
1563779106627,2019-07-22 01:05:06.627069,225.55392762,224.82,224.75,225.23896999,224.92,224.9451,224.84,224.74,224.84,224.74,KuCoin,225.55392762,Poloniex,224.960888623
1563779141128,2019-07-22 01:05:41.127987,225.55392762,224.79,224.72,225.23896999,224.92,224.9451,224.8,224.66,224.8,224.66,KuCoin,225.55392762,Poloniex,224.936444179
1563779175692,2019-07-22 01:06:15.691973,225.55392762,224.89,224.9,225.23896999,224.72,224.9451,224.87,224.75,224.9,224.72,Bitfinex,225.55392762,Poloniex,224.974221957
1563779210327,2019-07-22 01:06:50.326741,225.55392762,224.76,224.81,225.23896999,224.72,224.9451,224.79,224.72,224.81,224.72,Bitfinex,225.55392762,Poloniex,224.92755529
1563779245770,2019-07-22 01:07:25.770042,224.73960919,224.83,224.78,225.23896999,224.72,224.9451,224.85,224.73,224.79,224.72,Bitfinex,225.23896999,Bittrex,224.847075464
1563779280492,2019-07-22 01:08:00.492131,224.73960919,224.84,224.72,225.23896999,224.72,224.9451,224.76,224.75,224.76,224.72,Huobi,225.23896999,Bittrex,224.830408798
1563779315213,2019-07-22 01:08:35.213111,224.73960919,224.78,224.74,225.23896999,224.72,224.8456,224.75,224.75,224.77,224.72,Bitfinex,225.23896999,Bittrex,224.814908798
1563779350787,2019-07-22 01:09:10.786954,224.73960919,224.88,224.78,224.9000019,224.72,224.8456,224.78,224.76,224.83,224.72,Bitfinex,224.9000019,Bittrex,224.803912343
1563779386421,2019-07-22 01:09:46.420608,224.73960919,224.87,224.8,224.9000019,224.61,224.8456,224.78,224.76,224.74,224.61,Bitfinex,224.9000019,Bittrex,224.782801232
1563779420747,2019-07-22 01:10:20.746876,224.73960919,224.93,224.75,224.9000019,224.51,224.8456,224.71,224.76,224.73,224.51,Bitfinex,224.93,Binance,224.763912343
1563779456943,2019-07-22 01:10:56.942842,224.97418177,224.87,224.71,224.9000019,224.51,224.8456,224.73,224.76,224.75,224.51,Bitfinex,224.97418177,Poloniex,224.783309297
1563779491725,2019-07-22 01:11:31.724768,224.97418177,224.93,224.74,224.9000019,224.51,224.8456,224.8,224.79,224.8,224.51,Bitfinex,224.97418177,Poloniex,224.809975963
1563779526875,2019-07-22 01:12:06.875303,224.97418177,224.88,224.72,224.9000019,224.52,224.8456,224.75,224.76,224.73,224.52,Bitfinex,224.97418177,Poloniex,224.78664263
1563779561725,2019-07-22 01:12:41.724710,224.97418177,224.83,224.77,225.04527992,224.52,224.8456,224.75,224.79,224.72,224.52,Bitfinex,225.04527992,Bittrex,224.805006854
1563779596148,2019-07-22 01:13:16.147988,224.597504,224.63,224.51,225.04527992,224.41,224.61,224.69,224.7,224.49,224.41,Bitfinex,225.04527992,Bittrex,224.631420436
1563779630962,2019-07-22 01:13:50.962168,224.597504,224.67,224.56,225.04527992,224.22,224.61,224.59,224.59,224.61,224.22,Bitfinex,225.04527992,Bittrex,224.610309324
1563779666102,2019-07-22 01:14:26.102023,224.597504,224.79,224.83,225.04527992,224.60299834,224.61,224.77,224.71,224.61,224.597504,Poloniex,225.04527992,Bittrex,224.729531362
1563779700690,2019-07-22 01:15:00.690330,224.597504,224.69,224.65,225.00403999,224.60299834,224.61,224.63,224.51,224.63,224.51,KuCoin,225.00403999,Bittrex,224.658282481
1563779735979,2019-07-22 01:15:35.978871,224.597504,224.73,224.71,225.00403999,224.41,224.61,224.71,224.68,224.71,224.41,Bitfinex,225.00403999,Bittrex,224.684615999
1563779770650,2019-07-22 01:16:10.649762,224.83409955,224.76,224.68,225.00403999,224.41,224.61,224.69,224.67,224.7,224.41,Bitfinex,225.00403999,Bittrex,224.706459949
1563779806262,2019-07-22 01:16:46.261985,224.83409955,224.73,224.65,225.00403999,224.55,224.73,224.67,224.54,224.63,224.54,KuCoin,225.00403999,Bittrex,224.704237727
1563779841541,2019-07-22 01:17:21.540648,224.83409955,224.55,224.64,225.00403999,224.55,224.73,224.59,224.54,224.58,224.54,KuCoin,225.00403999,Bittrex,224.668682171
1563779876354,2019-07-22 01:17:56.353752,224.83409955,224.61,224.59,224.96349887,224.55,224.73,224.57,224.54,224.57,224.54,KuCoin,224.96349887,Bittrex,224.66195538
1563779911163,2019-07-22 01:18:31.162809,224.83409955,224.65,224.59,224.96349887,224.55,224.73,224.6,224.56,224.61,224.55,Bitfinex,224.96349887,Bittrex,224.676399824
1563779945850,2019-07-22 01:19:05.850107,224.83409955,224.64,224.55,224.96349887,224.41,224.73,224.52,224.53,224.54,224.41,Bitfinex,224.96349887,Bittrex,224.635288713
1563779980488,2019-07-22 01:19:40.488377,224.83409955,224.64,224.57,224.96349887,224.28408916,224.73,224.56,224.53,224.56,224.28408916,Bitfinex,224.96349887,Bittrex,224.630187509
1563780016185,2019-07-22 01:20:16.185462,224.83409955,224.62,224.55,224.89999998,224.28408916,224.73,224.53,224.51,224.55,224.28408916,Bitfinex,224.89999998,Bittrex,224.612020966
1563780051335,2019-07-22 01:20:51.334889,224.83409955,224.69,224.59,224.89999998,224.32,224.73,224.66,224.52,224.63,224.32,Bitfinex,224.89999998,Bittrex,224.652677726
1563780085990,2019-07-22 01:21:25.990054,224.83409955,224.69,224.64,224.70659176,224.35,224.73,224.59,224.57,224.61,224.35,Bitfinex,224.83409955,Poloniex,224.635632368
1563780120382,2019-07-22 01:22:00.381706,224.83409955,224.67,224.68,224.70659176,224.35,224.73,224.65,224.58,224.7,224.35,Bitfinex,224.83409955,Poloniex,224.655632368
1563780155029,2019-07-22 01:22:35.029186,224.83409955,224.68,224.61,224.66532569,224.35,224.73,224.59,224.58,224.59,224.35,Bitfinex,224.83409955,Poloniex,224.625491693
1563780189805,2019-07-22 01:23:09.805133,224.83409955,224.7,224.62,224.66532569,224.35,224.73,224.61,224.57,224.64,224.35,Bitfinex,224.83409955,Poloniex,224.635491693
1563780224294,2019-07-22 01:23:44.294414,224.83409955,224.76,224.67,224.66532569,224.48,224.73,224.68,224.63,224.68,224.48,Bitfinex,224.83409955,Poloniex,224.681047249
1563780258971,2019-07-22 01:24:18.971342,224.76615296,224.78,224.64,224.6653,224.48,224.73,224.65,224.63,224.65,224.48,Bitfinex,224.78,Binance,224.665716996
1563780294344,2019-07-22 01:24:54.344533,224.76615296,224.68,224.62,224.58340386,224.3,224.73,224.59,224.61,224.59,224.3,Bitfinex,224.76615296,Poloniex,224.607728536
1563780328787,2019-07-22 01:25:28.786664,224.76615296,224.8,224.7,224.58340387,224.3,224.73,224.66,224.61,224.7,224.3,Bitfinex,224.8,Binance,224.649950759
1563780364045,2019-07-22 01:26:04.045238,224.76615296,224.79,224.7,224.58340387,224.3,224.73,224.69,224.75,224.7,224.3,Bitfinex,224.79,Binance,224.667728537
1563780399058,2019-07-22 01:26:39.058076,224.76615296,224.86,224.76,224.58340387,224.51,224.73,224.72,224.73,224.72,224.51,Bitfinex,224.86,Binance,224.708839648
1563780434010,2019-07-22 01:27:14.010081,224.76615296,224.87,224.79,224.66532569,224.5,224.7867,224.76,224.73,224.8,224.5,Bitfinex,224.87,Binance,224.740908739
1563780469366,2019-07-22 01:27:49.366054,224.76615296,224.85,224.81,224.66532569,224.5,224.7867,224.85,224.74,224.8,224.5,Bitfinex,224.85,Binance,224.75201985
1563780504641,2019-07-22 01:28:24.640705,224.76615296,224.88,224.79,224.66532569,224.5,224.7867,224.81,224.75,224.82,224.5,Bitfinex,224.88,Binance,224.75201985
1563780539878,2019-07-22 01:28:59.877967,224.76615296,224.85,224.8,224.66532569,224.5,224.85,224.74,224.75,224.79,224.5,Bitfinex,224.85,Binance,224.74571985
1563780575261,2019-07-22 01:29:35.261127,224.76615296,224.84,224.83,224.66532569,224.5,224.85,224.77,224.76,224.76,224.5,Bitfinex,224.85,TradeIO,224.749053183
1563780609679,2019-07-22 01:30:09.679378,224.76615296,224.9,224.86,224.664,224.5,224.85,224.82,224.78,224.79,224.5,Bitfinex,224.9,Binance,224.770016996
